id,target
1978,7.7101445
1979,8.008081
1982,7.658232
1983,7.7877316
1984,7.598216
1987,7.8532643
1989,7.763979
1990,7.9054294
1991,7.897029
1994,7.9015007
1995,7.6603513
1997,7.6042786
2002,8.311687
2003,7.9410977
2005,7.852529
2009,7.6547494
2014,8.196441
2015,8.217906
2018,8.36114
2020,8.119897
2022,7.870761
2027,8.159445
2030,7.7014427
2032,7.8623056
2034,7.7836666
2035,8.071047
2044,8.279373
2050,7.674948
2056,7.8173347
2057,8.068774
2058,7.7899213
2062,7.7836976
2064,8.249522
2067,8.106987
2071,7.904742
2072,7.82845
2077,8.1983185
2081,7.1999836
2086,7.5981774
2090,8.307185
2091,7.747001
2093,8.277628
2095,8.376232
2097,7.4863157
2100,7.8389297
2101,8.283474
2103,7.9342227
2104,7.4020934
2105,7.9155655
2106,8.003403
2107,8.162378
2109,7.7930117
2110,7.4356227
2112,7.568786
2114,7.914094
2115,7.648564
2118,7.7665854
2119,8.303947
2120,8.077245
2123,7.9586115
2127,7.6419353
2128,7.9461293
2129,7.924442
2131,7.417357
2134,8.266861
2135,7.822026
2136,7.659782
2137,8.046787
2140,7.843463
2142,7.860996
2143,7.8229923
2148,7.959689
2149,7.6194544
2151,8.282244
2152,7.827696
2153,7.936571
2154,7.8822713
2155,8.068611
2156,7.866952
2164,8.149748
2172,7.6545234
2174,7.91761
2175,8.050539
2180,7.834577
2183,7.917918
2184,7.591651
2185,7.66926
2187,7.9374647
2191,7.765806
2195,7.726205
2199,7.5706835
2201,7.9161696
2204,7.51899
2205,7.6231737
2207,7.8640027
2216,8.13367
2220,7.424704
2223,8.0047245
2224,8.18313
2226,7.7791247
2227,7.671962
2229,7.585091
2230,7.6873293
2231,7.7714458
2232,7.7968016
2234,7.833285
2235,7.759922
2240,8.029906
2241,7.838559
2243,7.781533
2247,7.821263
2248,7.9782395
2250,7.930823
2259,7.906924
2260,8.0708065
2261,8.127588
2266,8.055917
2270,7.795081
2271,7.6269107
2274,7.9877663
2275,7.60211
2276,7.923156
2278,8.1058235
2280,8.092511
2282,8.041937
2286,7.6860523
2290,7.917419
2294,7.9983754
2300,7.1207557
2301,7.7171392
2302,8.198837
2303,7.49533
2306,8.137398
2307,7.89975
2312,7.7118
2316,7.9472785
2318,7.6119413
2322,7.8477497
2325,7.8234196
2326,7.635948
2328,7.5749755
2330,8.135723
2333,7.640497
2334,7.9762874
2339,8.470747
2343,7.848585
2345,7.962964
2346,8.367426
2347,8.510978
2350,7.58676
2353,7.7514977
2355,7.6673956
2357,7.769689
2358,7.6369653
2362,8.524726
2363,7.9914885
2365,7.904406
2366,7.868986
2369,7.592882
2370,7.9562473
2371,7.8238983
2374,7.8481007
2381,7.67856
2384,7.784352
2385,7.793382
2387,7.722265
2389,7.760813
2391,7.502673
2392,7.890567
2394,8.043954
2395,8.002851
2406,7.469509
2408,7.998798
2415,8.081641
2417,7.425537
2418,7.8261023
2423,7.9744177
2426,8.319395
2427,7.820705
2429,7.6611605
2430,7.8778977
2431,7.8841887
2433,8.193822
2436,8.083802
2438,7.7338257
2445,7.9128265
2446,7.71564
2447,7.9013715
2449,7.7845697
2451,8.181649
2452,8.46786
2455,7.7342157
2460,7.9838552
2461,7.8608823
2472,8.033966
2473,7.577365
2474,7.8782587
2475,7.726241
2477,8.029088
2481,7.7047153
2482,7.4228587
2484,7.8946023
2490,7.956097
2492,8.106106
2495,8.23252
2497,7.8846765
2500,7.580166
2508,8.410792
2510,7.888223
2512,7.785039
2515,7.972905
2516,8.019397
2518,7.936388
2519,7.898529
2520,8.386848
2523,7.622651
2525,7.6252837
2527,7.411083
2529,7.3898344
2530,7.739529
2533,7.9764013
2534,8.044435
2542,8.092372
2543,8.065539
2546,7.65649
2548,7.612162
2549,7.9247723
2550,7.7481294
2552,7.764238
2553,8.165361
2555,7.8793693
2561,8.681939
2562,7.996476
2563,7.6368794
2564,7.7222176
2567,7.6872783
2570,7.730164
2572,7.8285108
2574,7.7086153
2575,7.9538875
2577,7.6908646
2580,7.7848816
2585,8.373512
2590,8.060549
2591,7.7631598
2596,7.9866123
2610,7.974328
2617,7.626446
2619,7.850016
2624,7.620908
2625,7.9170275
2628,8.189774
2630,7.642666
2631,7.51398
2635,7.5434556
2637,7.7639275
2640,8.041828
2641,7.336705
2643,7.7503533
2646,7.7184854
2650,7.623109
2651,8.62341
2652,7.6440477
2653,8.372764
2654,7.746622
2655,8.191104
2657,8.010351
2658,7.5661798
2659,7.8921432
2661,7.812678
2662,7.6609006
2664,8.005089
2665,7.980559
2673,8.170514
2674,7.636175
2676,7.868507
2677,8.020012
2681,7.9944043
2686,7.4559565
2689,8.122564
2691,7.6353807
2692,7.7533364
2693,8.452821
2702,8.234589
2705,7.895476
2706,7.78753
2707,8.130707
2711,7.838392
2712,8.050347
2713,7.8317323
2714,8.045256
2718,7.9064703
2727,7.7383704
2728,8.044794
2736,8.042086
2737,8.038497
2741,7.8719597
2743,7.8803763
2744,8.246622
2745,7.7102623
2746,7.8254046
2749,7.9245987
2750,7.505037
2751,8.044862
2752,7.6257405
2753,7.8584137
2754,8.098996
2755,7.5663095
2757,8.187779
2758,7.9965787
2760,7.4160843
2764,7.792384
2767,7.9040966
2770,7.665553
2771,7.889481
2773,7.7190857
2775,7.6327353
2776,7.6509633
2777,8.229649
2779,8.085598
2782,7.5217257
2783,7.922766
2784,8.167069
2786,7.8089085
2787,7.752861
2791,7.6181107
2794,7.8914223
2796,7.522643
2801,7.882906
2802,7.983166
2803,7.525351
2805,8.270637
2808,7.834556
2809,7.9781804
2811,8.057796
2814,7.8951454
2815,7.9933934
2816,7.4304123
2817,7.888387
2821,7.9085503
2823,7.778456
2825,7.762448
2827,8.569255
2831,7.857026
2835,8.047843
2838,7.8202596
2841,7.5521283
2843,7.786088
2844,7.5046144
2845,7.9004602
2846,8.202215
2847,7.882147
2853,7.7865033
2854,7.710618
2855,8.020382
2857,7.602621
2858,7.509229
2860,8.019358
2861,7.7581315
2862,8.030576
2868,8.851009
2872,8.014188
2887,7.7875376
2890,8.026382
2891,7.674411
2900,7.7524858
2901,8.003637
2903,7.7948804
2904,7.703767
2905,7.5459013
2906,7.5557046
2909,8.163142
2911,7.5374393
2914,8.167119
2921,8.343268
2922,7.8855634
2923,7.764097
2924,8.169
2932,7.712045
2934,7.5506616
2936,7.5760236
2938,7.8005295
2941,7.9010606
2942,7.4129705
2946,7.744216
2948,7.8279085
2949,7.9751105
2950,8.131275
2958,7.9344044
2961,7.85201
2962,8.059116
2963,7.8892183
2968,7.7966266
2970,7.796529
2975,8.309961
2978,7.8467917
2982,7.731145
2983,7.435882
2986,7.967474
2988,8.057979
2989,7.82198
2991,7.752489
2992,7.6073256
2995,7.8447347
2996,7.77868
2997,7.920473
2998,7.660415
3005,8.223149
3008,8.1128645
3014,7.7014523
3015,7.826946
3018,7.4568906
3024,8.023825
3026,7.947676
3028,7.806389
3029,8.166624
3031,8.079125
3038,7.3856654
3039,7.318454
3045,8.065285
3048,7.82781
3052,8.045119
3060,8.333378
3063,7.978579
3069,7.684085
3070,7.6107802
3071,8.044879
3072,7.576307
3077,8.15804
3079,7.8458004
3082,7.945769
3083,7.860393
3085,7.838515
3088,7.6335974
3090,8.564503
3091,8.059188
3094,7.7518873
3098,7.931977
3099,8.238004
3103,7.788498
3104,7.6023498
3105,8.183558
3108,7.360184
3111,7.5021996
3112,7.4552426
3113,7.796755
3114,7.881535
3115,7.878748
3118,7.9406075
3123,8.26829
3126,7.752563
3127,7.7078347
3134,8.110772
3137,8.087392
3138,7.620393
3141,7.9444113
3144,7.893728
3148,7.7207274
3149,8.338972
3153,7.914393
3155,7.3676314
3160,7.680704
3162,7.9944267
3164,8.0591955
3167,8.338848
3169,8.22356
3170,8.512963
3171,7.5865383
3172,7.791766
3174,8.314026
3175,8.050543
3177,7.8594203
3178,8.012752
3183,7.7590146
3186,7.8800592
3188,8.14229
3189,8.014035
3191,8.094246
3196,8.245594
3199,7.6951866
3203,7.9562626
3205,7.9370975
3209,7.935325
3210,7.8469634
3212,7.7188473
3217,7.9626284
3220,7.940141
3222,7.9999347
3223,8.035989
3224,7.8112774
3227,7.613724
3228,7.93099
3232,8.114431
3233,8.052076
3237,7.824701
3239,7.4832234
3240,7.8869214
3244,7.9403152
3245,7.989464
3249,7.857362
3250,7.4368505
3252,7.744274
3255,7.6761823
3258,7.799537
3260,8.204013
3261,7.8139877
3264,7.6849427
3266,8.16672
3268,7.6180205
3274,7.8098965
3275,7.3571143
3277,7.733726
3279,7.842561
3282,8.047935
3283,8.074515
3286,7.85025
3287,7.9097548
3291,7.8716784
3292,8.216906
3297,7.9802
3301,7.8680654
3302,7.882811
3303,7.579478
3304,8.116205
3306,7.227959
3307,7.7950835
3308,8.077094
3314,7.8972373
3315,7.854412
3318,7.833994
3319,7.854003
3320,7.9554253
3322,8.113825
3326,7.2634025
3328,7.5047803
3329,8.016965
3330,8.139003
3333,7.869159
3335,8.192671
3338,8.066162
3341,7.8314004
3343,7.6415243
3346,7.7323976
3350,7.686603
3351,7.713078
3364,7.4758015
3367,7.7400947
3368,7.9525175
3369,7.8634143
3370,7.6340795
3371,8.231251
3372,8.026075
3374,7.63789
3376,7.483876
3379,7.885447
3381,7.7964277
3382,8.23007
3386,7.9349804
3387,7.934012
3391,7.690479
3394,8.119459
3395,8.018177
3403,8.399444
3408,7.85139
3409,7.812151
3415,8.039806
3416,7.987183
3417,7.7167873
3421,7.6699247
3423,8.0205555
3424,8.13695
3426,8.375111
3429,7.352418
3430,7.7298703
3432,8.266501
3439,7.800544
3441,7.7086334
3444,7.523483
3448,7.7019887
3451,8.169268
3453,7.985731
3454,7.549943
3459,7.7944193
3464,8.215702
3465,7.9656887
3468,7.97665
3470,8.111594
3473,7.908238
3478,7.3573875
3482,7.585487
3485,7.5591993
3490,8.02338
3492,7.976161
3493,8.033375
3494,7.477533
3497,8.019265
3502,8.028734
3504,8.019678
3505,8.00614
3507,7.77018
3508,8.074341
3511,7.4833965
3514,7.3386827
3515,7.9565444
3516,7.9629374
3517,7.91112
3519,7.641202
3520,7.6425405
3525,7.7010937
3531,7.881636
3537,8.120698
3539,7.7268653
3548,7.94325
3549,7.7644453
3550,7.9501247
3551,8.280719
3552,7.724659
3556,7.737471
3558,7.777058
3561,7.7760353
3564,7.645603
3566,7.9892526
3571,8.484273
3573,7.709716
3576,7.855089
3578,7.530042
3579,7.8136716
3580,8.423388
3582,7.97973
3583,8.024721
3584,8.310901
3588,7.88326
3589,7.639931
3591,7.676003
3593,7.83505
3598,8.121266
3602,7.959876
3605,8.187195
3609,7.9496784
3613,8.062781
3614,7.701265
3615,9.0999775
3617,7.4954214
3619,7.596822
3624,7.9756722
3625,8.272128
3628,8.008695
3630,7.978112
3633,7.7300744
3634,7.830493
3638,7.6502843
3639,7.849326
3642,7.859302
3644,7.7932124
3653,7.9580197
3654,7.839868
3655,7.721596
3656,8.125682
3657,8.172464
3659,7.7927027
3660,7.8395643
3661,7.709293
3662,7.792167
3664,7.8317194
3668,7.825652
3673,7.7911425
3674,8.145762
3678,7.803268
3689,8.312819
3690,7.8460836
3691,7.708776
3695,7.971327
3697,7.898263
3698,7.956152
3701,7.962429
3703,8.208269
3704,7.851721
3706,8.108282
3707,7.778008
3711,7.841916
3712,7.865043
3719,8.193511
3721,7.950923
3722,7.7309933
3723,8.03098
3724,7.3887353
3727,8.043116
3729,7.8934994
3731,8.0054035
3733,7.738809
3738,8.041637
3739,7.797256
3741,7.959543
3742,7.947489
3743,7.9188595
3745,8.366589
3746,7.7756796
3749,8.177127
3750,7.816762
3751,8.191128
3756,8.217876
3757,7.6494546
3758,7.8180294
3759,7.7936215
3761,7.869522
3762,8.227753
3763,7.660325
3766,7.8736033
3769,8.077682
3771,8.05476
3773,8.075002
3776,7.461806
3777,8.267141
3781,7.902633
3783,7.422015
3791,7.7430887
3792,7.740205
3794,7.4026017
3796,7.7011166
3799,7.857859
3801,7.587368
3804,7.9454308
3806,8.053646
3812,7.8193965
3820,7.9571295
3825,7.948733
3826,8.032769
3829,7.9588013
3831,8.003119
3833,8.294293
3834,7.5499325
3841,7.6266313
3843,7.6015043
3844,7.61747
3850,8.428021
3856,8.169537
3859,7.712738
3860,7.905587
3865,7.8409777
3866,8.120243
3869,8.165488
3871,7.6064677
3875,7.736553
3876,7.8706126
3877,7.8444567
3878,7.71289
3879,7.8675275
3881,7.806829
3883,8.191214
3884,7.77175
3885,7.9519925
3887,7.867883
3888,7.822702
3892,8.208386
3894,8.083385
3896,7.682878
3898,7.715912
3901,8.434523
3902,7.757124
3903,7.855841
3905,7.772265
3906,7.955814
3909,7.5599365
3910,7.98728
3915,8.038153
3916,7.960127
3923,7.6445727
3924,7.8894906
3926,7.774919
3928,7.795979
3931,7.9872675
3932,7.857572
3934,7.900611
3937,7.3074985
3938,7.921965
3939,8.448936
3943,7.8084545
3945,7.872146
3948,7.9381576
3949,8.083937
3950,7.8130527
3951,7.6412134
3952,7.888084
3955,7.7096972
3958,7.6229377
3963,7.811515
3968,7.962034
3975,7.765492
3976,7.785502
3977,7.8139277
3979,7.856592
3983,8.00613
3985,7.863603
3987,7.93088
3991,8.209787
3992,7.8665457
3994,8.039677
4001,7.858378
4002,7.5942183
4005,7.7999454
4006,7.6660995
4009,7.89275
4011,7.718515
4012,8.231946
4013,8.231971
4015,7.6206837
4022,7.962445
4025,7.778419
4029,8.326735
4030,8.067466
4031,7.821105
4033,7.7846975
4034,7.9694743
4035,7.3175144
4041,7.674381
4043,7.6872344
4046,7.9165864
4048,7.879413
4049,7.7954597
4052,8.031915
4053,7.196915
4054,7.5520506
4056,7.6884937
4060,7.840345
4061,8.238616
4065,8.643607
4068,7.733657
4069,7.9663815
4071,8.162311
4073,7.7958117
4077,8.294001
4078,8.006548
4080,7.5724535
4081,7.6166043
4083,7.8465996
4084,7.8927236
4086,7.8401303
4089,8.077887
4092,8.107594
4096,8.153967
4098,7.7158813
4099,8.036321
4100,7.67639
4101,7.593405
4106,8.067908
4107,7.726926
4108,8.20977
4109,8.031466
4110,7.633754
4115,8.029252
4119,8.125641
4122,7.150595
4123,7.868514
4125,7.7965527
4129,7.8445177
4130,7.7217865
4131,7.6193924
4132,7.6486907
4133,7.8047056
4134,7.6188474
4135,8.266259
4136,8.2050085
4140,8.255687
4141,8.02231
4145,7.853595
4146,7.642992
4147,7.9638414
4148,7.9064927
4154,7.4795628
4155,7.8269205
4156,8.180589
4158,8.19594
4164,7.837857
4166,8.122963
4173,7.645602
4174,8.141381
4176,7.759356
4177,7.592484
4180,8.311988
4181,7.909913
4182,8.076258
4184,7.8247614
4185,7.529187
4192,7.8254256
4193,8.194729
4194,7.8109264
4196,8.074898
4198,7.9760585
4200,7.758932
4201,8.074747
4205,7.916212
4206,8.161147
4209,7.7551026
4211,7.9905624
4213,7.8790503
4214,7.7053514
4215,7.9399543
4216,7.7959065
4224,7.662656
4226,7.8580723
4227,7.554204
4228,7.8842764
4230,7.8456774
4235,8.097475
4237,7.7912936
