target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
0.6,0.2469173944147392,0.23496572532389054,0.20515359400392486,0.2111821793738009,0.5293548090394534,0.017389526476178644,0.22385378183550056,0.7020517543241614,0.37475459470561334,0.2827043228234936,0.46868757577682635,0.7720289226358504,0.11063639989606426,0.47332387362773953,0.7503908943818977,0.6378409382767046,0.7945129988504475,0.40864088029467704,0.5335933600840027,0.29973726261332634,0.8468300707474663,0.28116859698396723,0.0367619628868896,0.11986065969592585,0.2573481322789504,0.3130822845623007,0.7622817244540628,0.32430611699192624,0.5620480335673343,0.12498386755930717,0.18693702008117613,0.21844038844291072,0.7044750764646794,c21,c24,c0,c2,c1,c1,c1,c24,c1,c1,c1,c0,c1,c14,c21,c0,c1,c1,c1,c1,c1,c1,c1,c2,c1,c0,c0,c21,c0,c0,c0,c1,c1,c0,c2,c1,c1,c1,c1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
0.6,0.3770264318447459,0.2772090292660468,0.27610406845869623,0.2212540735712488,0.8590278825915919,0.051538887384570964,0.3805038671153114,0.38201187439812306,0.8821966275342286,0.5150709009458385,0.8684341533542189,0.8735333413304858,0.2700159383032553,0.6615933393364957,0.5179318584722632,0.6898751902105043,0.7958642924858561,0.8170437010289905,0.4382564132157373,0.2634015504425335,0.8482689186035829,0.1990828817293121,0.07432436591243277,0.3705190914299592,0.6980439510310203,0.20302571940287628,0.8302194743005439,0.12688557272392886,0.5678390161028598,0.7552798984782506,0.0913044953075487,0.601268094102991,0.6856109285709812,c8,c24,c0,c2,c1,c1,c0,c24,c1,c1,c1,c0,c0,c24,c8,c0,c1,c1,c1,c0,c1,c1,c1,c2,c0,c0,c0,c21,c0,c0,c0,c0,c1,c1,c2,c1,c1,c0,c1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
0.0,0.41446381939703036,0.2756866297483833,0.3154637239039474,0.16061619940515806,0.2273489706929799,0.027547139477932532,0.5987796176414185,0.4217443221101721,0.35065530596181593,0.559726077752265,0.39313633080471666,0.6042275658554299,0.6860861307193605,0.5271576924506831,0.3862329429528512,0.54492395711317,0.4951122798650871,0.36726160471596947,0.35563561361922275,0.2316609738590539,0.7494159426656462,0.0459728879207758,0.06600956528820626,0.03709159218674918,0.10026394507332184,0.4008172440571392,0.13746417002201228,0.2014375310977104,0.7794610037769597,0.07519860129373883,0.2036838089268136,0.7168891642570434,0.502675822801295,c8,c11,c0,c2,c1,c1,c0,c11,c1,c1,c0,c0,c0,c14,c8,c0,c0,c1,c1,c2,c1,c2,c1,c2,c0,c0,c0,c2,c0,c0,c0,c2,c1,c0,c2,c0,c1,c1,c1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.0,0.549028808258466,0.3623022996142991,0.3741765034512316,0.4139263700805479,0.8640430806896913,0.032436885036414814,0.2556175939196347,0.5479492440061738,0.8840196013985433,0.4220514644085796,0.770869026046291,0.403229174120591,0.2089890569233961,0.28962371944655213,0.5106132723865104,0.46855991823119525,0.8380623274827955,0.7257094339477671,0.5389155906079075,0.4614336517936952,0.8888749554034509,0.07448716692743687,0.027890126588372238,0.7017891231220207,0.4493643533842643,0.13341116233405242,0.7411999308543071,0.20904416080364835,0.6332623456610652,0.12691173658671445,0.12933227363041724,0.15212014566477947,0.7252038598194077,c22,c24,c0,c2,c1,c1,c1,c30,c1,c1,c1,c1,c0,c14,c22,c0,c1,c1,c1,c8,c1,c1,c1,c2,c0,c1,c0,c26,c0,c0,c0,c1,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.44317361347598566,0.7661660363424571,0.2645711514508454,1.0,0.8137894966758881,0.21972222792847207,0.45620890156681987,0.6154817357379418,0.7269409465789718,0.4846692680852865,0.6478982219600237,0.448900322377196,0.21486645379753205,0.3311897026227577,0.687265804685187,0.4216539987091614,0.7114601722157996,0.8266727847497938,0.434703101642489,0.1981728897887656,0.8991733529473193,0.08347453094430297,0.057060491628575995,0.2547713536567893,0.1877192109433368,0.1878089929034523,0.21416646610891368,0.29715218037803737,0.6566519531831833,0.4967727519857492,0.26830143916021554,0.6059757298709301,0.3310749913458785,c2,c24,c0,c2,c1,c1,c8,c2,c1,c1,c1,c1,c0,c11,c26,c0,c0,c1,c1,c2,c4,c1,c1,c0,c0,c0,c0,c8,c0,c0,c0,c2,c1,c0,c2,c1,c1,c0,c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.0,0.6093859345109083,0.4606823242553004,0.19771059273624556,0.9268855310274092,0.7863730143262005,0.21341025773582276,0.6585223443136639,0.41067792560303024,0.9485227995083798,0.7764710596437611,0.6168361152550833,0.6223346743410265,0.4456105815953159,0.6859854353264835,0.6413480542999171,0.7173118176992754,0.6334738620260361,0.6607766159875693,0.6211891337234869,0.604422083341957,0.727779198537979,0.11096226544905803,0.08082682332269275,0.2920271159828951,0.20521181072566466,0.3440335608437995,0.8097591993212343,0.27784700320654776,0.7585876444360988,0.17806674709866968,0.26830143916021554,0.7840773402553584,0.6273585827179281,c26,c24,c0,c2,c1,c1,c5,c24,c1,c1,c1,c1,c1,c10,c22,c0,c0,c1,c1,c0,c1,c1,c1,c2,c0,c0,c0,c26,c0,c0,c0,c0,c1,c0,c2,c1,c1,c0,c1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1
0.0,0.6532532863550078,0.5032307835129235,0.2366854645675648,0.8160710965926907,0.8562610302539254,0.02329851526967929,0.4891423935918901,0.3755360711331768,0.6203291076991665,0.5404267091747166,0.6107889926610839,0.3358729534158826,0.15067574956414606,0.22083812275237638,0.6586668017975144,0.6889110455326768,0.5640671095068205,0.4001187768458393,0.23620467044631666,0.2379273596324543,0.8424932618118057,0.07860228289951758,0.050936395725807763,0.21034461377594565,0.42216286152851595,0.559095235659413,0.30611777396158746,0.16180883366177035,0.5881396261751094,0.4356186331443887,0.22005525667895146,0.5547063709289446,0.5624351039808599,c8,c11,c0,c2,c1,c1,c1,c4,c1,c1,c1,c1,c1,c14,c23,c2,c2,c1,c1,c2,c1,c2,c1,c2,c1,c1,c0,c2,c0,c0,c0,c8,c1,c0,c2,c1,c1,c1,c1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.8,0.19696900607845141,0.3560143045936636,0.19960182745745286,0.14647202128486128,0.17958444876541668,0.059978580969502565,0.17746263617931624,0.5166806842152888,0.5617355885994646,0.49232959321699865,0.584770388335482,0.8064531674076056,0.11918656143470688,0.7378378488431798,0.4352826844303917,0.6302957349151014,0.7589962774493569,0.43128258021606,0.5869296977459929,0.3130154729169602,0.7729292695042338,0.1349602503394661,0.034259768861962435,0.03197474106408558,0.6981949849407701,0.23952793476218215,0.3019408063000749,0.35319231735762996,0.8611884863279763,0.21989338194535965,0.23890735073839525,0.8759031241704741,0.4731351405865746,c26,c9,c0,c0,c1,c1,c5,c9,c1,c1,c1,c0,c1,c24,c26,c0,c1,c1,c1,c2,c0,c1,c1,c1,c1,c0,c0,c8,c0,c0,c0,c2,c1,c1,c2,c1,c1,c0,c1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0.0,0.4986052726764095,0.5453985501233463,0.3322704605990146,0.42697582189744576,0.17168113071892238,0.1310402248371843,0.05410148344103501,0.8228509770844967,0.0516182867803106,0.4365059389994174,0.4866977259615917,0.8541381236281216,0.18064668835271105,0.5034413455945046,0.19964777660829058,0.6367284161380193,0.8055549579451299,0.14730581098464668,0.4217866601347497,0.21466696887435568,0.9572064876186736,0.07353973140815931,0.18745188051343728,0.0416622566316025,0.4815268777444106,0.3752020398377285,0.2676668994117802,0.23805038964799624,0.7668154224216622,0.1896254688735758,0.28696950951802336,0.6553181228233793,0.7478300381574624,c21,c9,c0,c2,c1,c1,c1,c5,c1,c1,c1,c0,c1,c11,c22,c0,c1,c1,c1,c1,c1,c1,c0,c0,c1,c0,c0,c21,c0,c0,c0,c1,c1,c1,c0,c1,c1,c1,c1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.0,0.4194480353725689,0.4257010269767428,0.3268800653429593,0.7863730143262005,0.9131946813783236,0.2537684993685869,0.44476449505517274,0.7839017548959166,0.6072801445471375,0.7146411413879937,0.5617076040339207,0.8903900895795749,0.3886003036538412,0.6135657534621177,0.5539761442624298,0.6163518979706413,0.7840794084248399,0.6242039439346039,0.3504192975538537,0.1434302591302608,0.9598306348441046,0.06466924194857468,0.034181860150518426,0.6530071960923004,0.7499277410739253,0.17613486898277889,0.8559298086574958,0.2996214371419315,0.7182668123758721,0.4821987414795735,0.4046382860012873,0.6898512934776722,0.561818954222974,c8,c9,c0,c2,c1,c0,c0,c24,c1,c1,c1,c1,c1,c30,c8,c0,c1,c1,c1,c2,c1,c1,c1,c2,c1,c0,c0,c21,c0,c0,c0,c2,c1,c1,c2,c1,c1,c0,c1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
0.0,0.32330783780167344,0.28865136198265595,0.2420686554266715,0.534287628892866,0.8253238104709523,0.0257289707519897,0.3312346366023496,0.49727703776705184,0.5854433849834416,0.5731576303575653,1.0,0.5485578230468791,0.22940428480678585,0.3759947556627812,0.48827875068354465,0.5640826209356308,0.7354755656642317,0.6254001588761025,0.40133671906827134,0.3092674556507388,0.9031021389311308,0.054383233583672766,0.041762166207057146,0.4448350379930845,0.12178885320016195,0.2450337962074161,0.8910731827042391,0.18845962911400094,0.7182668123758721,0.1836398870209996,0.5634202335804952,0.5638381986091419,0.24377983095356334,c8,c24,c0,c2,c1,c0,c2,c24,c1,c1,c1,c1,c0,c14,c12,c0,c1,c1,c1,c1,c1,c1,c1,c2,c0,c0,c0,c1,c0,c4,c4,c1,c1,c1,c1,c1,c1,c1,c1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
0.0,0.4118530136152146,0.3882212798380558,0.2626908787915339,0.9112226197215368,0.5239072791858442,0.04934891403607887,0.17185142179215876,0.5619487100306975,0.465391256565379,0.3382259718176132,0.489759478094564,0.4927754338400319,0.3274345789837211,0.23492235318936372,0.4238626454218333,0.5780879618780437,0.5937747243736766,0.6098224659789272,0.4858519030198567,0.167032676441216,0.6180513735476714,0.05386242674812197,0.06511924257591199,0.10820321252997604,0.12648637166692844,0.22895535744614195,0.2833113724664348,0.1825616970645056,0.7047812335993532,0.5749178961211032,0.09700739461474367,0.5993722952170899,0.33757513319284865,c8,c24,c0,c2,c1,c1,c0,c11,c1,c1,c1,c0,c1,c7,c2,c0,c1,c1,c1,c1,c1,c1,c1,c2,c1,c1,c0,c8,c0,c0,c0,c1,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
0.8,0.1362246542770254,0.39042408575919,0.2650245516816479,0.13685769209531018,0.27354402008324696,0.05347271290580978,0.5071129135351519,0.7619618767153545,0.38105192384004144,0.34828355705560216,0.2823504001712409,0.9024811502182608,0.12858843113039872,0.520687905638472,0.7477485660555383,0.717846638756167,0.5525986166630137,0.3751602290420854,0.43363682513243135,0.2055727681104509,0.5226274853213283,1.0,0.042354667213842914,0.031139898186553463,0.2032923944486792,0.3831306622730046,0.2356622563633011,0.14704548769931275,0.7034507294274615,0.3329741452508331,0.2080345478917941,0.7361638418959169,0.5516731696432711,c21,c9,c0,c2,c1,c1,c1,c9,c1,c1,c1,c1,c1,c14,c21,c1,c0,c1,c1,c0,c1,c0,c1,c2,c1,c0,c0,c22,c0,c0,c0,c0,c1,c0,c2,c1,c1,c1,c1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
0.8,0.35753612362152365,0.4114918824088266,0.1867358100334253,0.2616655529748669,0.04294700006696709,0.05359412788489753,0.3592080718502779,0.7081890098233384,0.6431623796201892,0.7508581782292715,0.522439588861664,0.6627931847860975,0.3238420259500357,0.55600488264152,0.6176875346227466,0.6228540941721624,0.8549262760750339,0.6438469396066955,0.4427111874304998,0.10168467433472836,0.9075193815939059,0.2243537031107813,0.08228739157084727,0.04689330339513646,0.8449806336766512,0.08585737561481065,0.9075730329978744,0.11289151246893313,0.7167376717267518,0.04670016028956593,0.2733240617835567,0.7241391878261971,0.3314930506674222,c22,c9,c0,c2,c0,c1,c2,c9,c1,c1,c1,c1,c1,c18,c2,c0,c1,c1,c1,c8,c1,c1,c1,c2,c1,c0,c0,c21,c1,c0,c0,c8,c1,c0,c2,c1,c1,c1,c1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
0.8,0.5123975691905186,0.2382307613656474,0.3126051168472584,0.8137894966758881,0.06991824591572693,0.06306056020721283,0.23052064183419363,0.9090219747756255,0.5541053012333187,0.5628750882599087,0.4385007649395138,0.3981127145850895,0.19408076389658985,0.41350524828653545,0.3890079087693657,0.699979841179264,0.8274396272530777,0.5146374495529121,0.470293372251496,0.4704123773980711,0.7355202457273254,0.13176781983235286,0.061554734827149536,0.04071422633353962,0.1113459236285266,0.20802498176484585,0.20674799279592496,0.3479998396851709,0.7681406443715728,0.18203319823886455,0.004983783238311379,0.5531826352187673,0.2972738570024123,c2,c24,c1,c2,c1,c1,c0,c24,c1,c1,c1,c1,c1,c22,c17,c0,c1,c1,c1,c1,c1,c1,c1,c2,c1,c1,c0,c8,c0,c0,c0,c0,c1,c1,c2,c1,c1,c1,c1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1
0.0,0.5461942299637845,0.3615229101881797,0.1945813017249532,0.8144464819607464,0.09898646363621436,0.04011370374009321,0.28694011585968815,0.8143910792824876,0.23605726739766866,0.4648325719681745,0.3999402582117942,0.42000200291993,0.16270017459965758,0.5444186730574926,0.647015979768698,0.49444997379205813,0.8453604262762062,0.1979212785401712,0.3984927227697409,0.12520198895001106,0.6275253051565901,0.04434906141065758,0.04153945083295738,0.05280961301439887,0.7114212598525348,0.3200396955238461,0.06864811584370943,0.8437968392836982,0.6894799079794487,0.7474635766462129,0.4141041734902125,0.6341282267821955,0.5668869351659651,c6,c24,c0,c2,c1,c1,c1,c24,c1,c1,c1,c1,c0,c14,c16,c0,c2,c1,c1,c1,c1,c1,c1,c2,c0,c1,c0,c26,c0,c0,c0,c1,c1,c0,c2,c1,c1,c1,c1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
0.0,0.5724205766416701,0.2591108704665444,0.2915456016611787,0.20474132752485746,0.246606702742488,0.030064261050451662,0.4680600666922883,0.7663846414567224,0.5873954435923735,0.5433351042736069,0.538055408617545,0.4890698108597237,0.3317414455500031,0.2888446788686142,0.6719212361897988,0.49718669334325677,0.7084430902702281,0.4869873572257361,0.4836046056029827,0.30365763270595764,0.7431898426718095,0.06284765415171152,0.006947982935691789,0.044549278874312016,0.4640807751247181,0.4868477766567253,0.12231024187174913,0.2284013913682363,0.7887953952989507,0.21918257378682998,0.14423133790563433,0.8187840139099112,0.42161373244810446,c6,c24,c0,c2,c1,c1,c0,c19,c1,c1,c1,c1,c1,c7,c7,c0,c1,c1,c1,c1,c1,c1,c1,c2,c1,c0,c0,c8,c0,c0,c0,c1,c1,c0,c2,c1,c1,c1,c1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
0.0,0.30807082334295854,0.25908612263827585,0.14986884908844947,0.19269630274197128,0.12263317482993953,0.056658198087062586,0.4277553119165954,0.6668287956030571,0.3425603665530833,0.5963163718615779,0.39137775438723843,0.5127594111660319,0.3265114819323454,0.3659066710187143,0.4371123766387796,0.5713252934788638,0.7116081362487161,0.06674732240382551,0.5638395183365981,0.2713212021956397,0.7094019884754708,0.07596915274155762,0.044524028738891296,0.035851276748452635,0.3207471101144892,0.2111850745848982,0.2712937658572728,0.1753142677315177,0.9685109420274616,0.1807852602145425,0.4514441151135933,0.3876901379248777,0.3925447614656505,c2,c24,c0,c2,c1,c1,c2,c24,c1,c1,c1,c1,c1,c11,c15,c0,c1,c1,c0,c1,c1,c1,c1,c2,c1,c1,c0,c12,c0,c0,c0,c1,c1,c1,c0,c1,c1,c1,c1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1
0.0,0.48688522488861785,0.3747944445053404,0.2924402670078711,0.20463450409401396,0.1401170181190896,0.11586236843195415,0.6111785816379744,0.5523520542831728,0.4849166945014745,0.4226127614246441,0.5061831169045831,0.6707535532838189,0.17866576855048494,0.6281427062127465,0.40672476834850435,0.5686889171220532,0.5099709726337233,0.3449573877199079,0.4742981762229493,0.2522866726911536,0.6067438721702646,0.07287805889139322,0.10919743757037856,0.017383040596339702,0.396083519512578,0.346909852393877,0.1814998016654118,0.2757375860081629,0.6982097094831582,0.2529435989423442,0.2260684578329609,0.8786772373706436,0.32485182062416285,c2,c24,c0,c2,c1,c1,c1,c24,c1,c1,c1,c1,c1,c24,c13,c0,c1,c1,c0,c1,c1,c1,c1,c2,c1,c1,c0,c26,c0,c0,c0,c1,c1,c0,c2,c1,c1,c0,c1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
